Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
,10/12/2014,61,Desi,900,1200,1050,
,11/12/2014,63,Desi,900,1200,1030,
,16/12/2014,70,Desi,900,1200,1000,
,17/12/2014,65,Desi,850,1000,950,
,18/12/2014,70,Desi,850,1000,930,
,19/12/2014,65,Desi,800,1000,925,
,20/12/2014,68,Desi,800,1000,900,
,22/12/2014,70,Desi,800,1000,900,
,23/12/2014,65,Desi,800,1000,860,
,24/12/2014,70,Desi,800,1000,850,
,25/12/2014,70,Desi,800,1000,845,
,26/12/2014,75,Desi,750,900,800,
,27/12/2014,80,Desi,650,850,750,
,29/12/2014,85,Desi,640,850,740,
,30/12/2014,83,Desi,640,850,700,
,31/12/2014,80,Desi,640,850,725,
Chaandpur,30/12/2014,135,Desi,525,625,600,
Chandoli,01/12/2014,35,F.A.Q.,1700,1750,1730,
,03/12/2014,30,F.A.Q.,1460,1525,1515,
,04/12/2014,27.5,F.A.Q.,1280,1320,1300,
,05/12/2014,25,F.A.Q.,1200,1270,1250,
,06/12/2014,22.5,F.A.Q.,1200,1250,1220,
,07/12/2014,25,F.A.Q.,1200,1230,1210,
,08/12/2014,30,F.A.Q.,1180,1220,1200,
,10/12/2014,35,F.A.Q.,1200,1245,1215,
,11/12/2014,40,F.A.Q.,1000,1030,1020,
,12/12/2014,37.5,F.A.Q.,890,950,945,
,13/12/2014,35,F.A.Q.,875,920,900,
,14/12/2014,40,F.A.Q.,835,870,850,
,15/12/2014,42.5,F.A.Q.,835,865,840,
,17/12/2014,40,F.A.Q.,840,875,850,
,18/12/2014,37,F.A.Q.,845,875,860,
,19/12/2014,35,F.A.Q.,835,875,850,
,20/12/2014,40,F.A.Q.,840,870,860,
,21/12/2014,35,F.A.Q.,830,880,850,
,22/12/2014,45,F.A.Q.,830,880,850,
,24/12/2014,40,F.A.Q.,765,800,775,
,25/12/2014,37.5,F.A.Q.,770,800,780,
,26/12/2014,35,F.A.Q.,770,800,780,
,27/12/2014,40,F.A.Q.,770,810,785,
,28/12/2014,35,F.A.Q.,775,820,790,
,29/12/2014,37.5,F.A.Q.,780,810,790,
,31/12/2014,40,F.A.Q.,720,770,750,
Charra,26/12/2014,1000,Desi,660,700,690,
,28/12/2014,1000,Desi,630,700,690,
Chhibramau(Kannuj),01/12/2014,500,Local,1100,1400,1250,
,02/12/2014,750,Local,1000,1200,1100,
,03/12/2014,800,Local,1000,1200,1100,
,05/12/2014,840,Local,900,1200,1050,
,06/12/2014,860,Local,900,1200,1050,
,07/12/2014,930,Local,900,1200,1050,
,08/12/2014,960,Local,900,1100,1000,
,09/12/2014,1150, ,NR,NR,NR,
,10/12/2014,1520,Local,900,1000,960,
,12/12/2014,2050,Local,800,950,880,
,13/12/2014,2460,Local,770,900,840,
,16/12/2014,2500,Local,650,780,710,
,17/12/2014,2180,Local,650,800,720,
,19/12/2014,1950,Local,600,800,700,
,20/12/2014,1820,Local,650,790,715,
,21/12/2014,2150,Local,630,800,715,
,22/12/2014,1900,Local,650,800,725,
,23/12/2014,2100,Local,700,770,735,
,24/12/2014,2250,Local,700,780,740,
,26/12/2014,2050,Local,650,760,705,
,27/12/2014,2100,Local,600,750,680,
,28/12/2014,2300,Local,600,700,650,
,29/12/2014,2200,Local,550,700,625,
,30/12/2014,1800,Local,600,680,640,
,31/12/2014,2000,Local,600,700,650,
Chitwadagaon,17/12/2014,140,Red,850,900,870,
,27/12/2014,160,Red,750,800,775,
Chorichora,01/12/2014,18,Potato,1700,1780,1750,
,02/12/2014,20,Potato,1700,1750,1725,
,03/12/2014,20,Potato,1550,1620,1600,
,04/12/2014,28,Potato,1350,1440,1405,
,05/12/2014,30,Potato,1200,1300,1250,
,06/12/2014,29,Potato,1150,1225,1200,
,08/12/2014,30,Potato,1050,1125,1100,
,09/12/2014,25,Potato,1050,1150,1110,
,10/12/2014,27,Potato,950,1020,1000,
,11/12/2014,20,Potato,900,965,940,
,12/12/2014,25,Potato,800,860,840,
,13/12/2014,30,Potato,700,790,760,
,15/12/2014,25,Potato,700,750,725,
,16/12/2014,15,Potato,800,925,880,
,17/12/2014,20,Potato,760,850,800,
,18/12/2014,25,Potato,700,800,750,
,19/12/2014,20,Potato,750,800,770,
,20/12/2014,30,Potato,700,750,725,
,22/12/2014,25,Potato,660,750,700,
,23/12/2014,22.5,Potato,750,800,780,
,24/12/2014,20,Potato,800,850,830,
,25/12/2014,18,Potato,800,900,850,
Choubepur,05/12/2014,30,Desi,NR,NR,1100,
,12/12/2014,35,Desi,NR,NR,1000,
,19/12/2014,40,Desi,NR,NR,800,
,26/12/2014,50,Other,NR,NR,700,
Chutmalpur,15/12/2014,6,Desi,800,1180,1000,
Dadri,02/12/2014,35,Other,1150,1400,1300,
,04/12/2014,46,Other,1000,1250,1150,
,05/12/2014,60,Other,900,1150,1040,
,06/12/2014,50,Other,920,1180,1050,
,07/12/2014,60,Other,860,1050,960,
,08/12/2014,65,Other,850,1050,920,
,09/12/2014,70,Other,820,1040,900,
,11/12/2014,56,Other,800,950,860,
,12/12/2014,74,Other,750,900,830,
,13/12/2014,78,Potato,NR,NR,820,
,14/12/2014,75,Potato,NR,NR,800,
,15/12/2014,80,Potato,NR,NR,780,
,16/12/2014,85,Potato,NR,NR,750,
,18/12/2014,65,F.A.Q.,700,850,780,
,19/12/2014,60,F.A.Q.,720,850,790,
,20/12/2014,68,F.A.Q.,700,840,785,
,21/12/2014,85,F.A.Q.,690,820,750,
,22/12/2014,70,F.A.Q.,700,830,760,
,23/12/2014,55,F.A.Q.,710,840,765,
,25/12/2014,64,F.A.Q.,680,800,740,
,26/12/2014,65,F.A.Q.,660,780,730,
,27/12/2014,68,F.A.Q.,640,760,700,
,28/12/2014,70,F.A.Q.,620,750,680,
,29/12/2014,75,F.A.Q.,620,730,675,
,30/12/2014,65,F.A.Q.,625,740,680,
Devariya,01/12/2014,170,Red,1540,1560,1550,
,02/12/2014,150,Red,1465,1485,1475,
,03/12/2014,140,Red,1300,1320,1310,
,04/12/2014,180,Red,1290,1310,1300,
,06/12/2014,150,Red,1290,1310,1300,
,08/12/2014,160,Red,1280,1300,1290,
,09/12/2014,180,Potato,1200,1300,1255,
,10/12/2014,200,Potato,1060,1125,1100,
,11/12/2014,180,Potato,1000,1100,1050,
,12/12/2014,180,Potato,900,980,940,
,13/12/2014,180,Potato,900,1000,950,
,15/12/2014,200,Potato,860,950,910,
,16/12/2014,185,Potato,880,950,900,
,17/12/2014,200,Potato,800,850,825,
,18/12/2014,210,Potato,800,900,870,
,19/12/2014,220,Potato,800,900,875,
,20/12/2014,200,Potato,800,900,870,
,22/12/2014,210,Potato,800,900,850,
,23/12/2014,80,Potato,800,900,845,
,24/12/2014,200,Potato,800,900,840,
,25/12/2014,210,Potato,800,900,845,
Dhanura,27/12/2014,50,Desi,NR,NR,600,
Dibiapur,01/12/2014,25,F.A.Q.,NR,NR,1500,
,03/12/2014,26,F.A.Q.,NR,NR,1400,
,04/12/2014,30,F.A.Q.,NR,NR,1100,
,05/12/2014,40,F.A.Q.,1100,1200,1150,
,07/12/2014,25,F.A.Q.,1100,1180,1150,
,08/12/2014,30,F.A.Q.,1050,1150,1100,
,10/12/2014,30,F.A.Q.,1150,1240,1200,
,11/12/2014,40,F.A.Q.,1090,1150,1100,
,14/12/2014,32,F.A.Q.,NR,NR,800,
,15/12/2014,40,F.A.Q.,780,810,800,
,17/12/2014,50,F.A.Q.,750,800,780,
,18/12/2014,60,F.A.Q.,700,780,720,
,19/12/2014,30,F.A.Q.,700,760,750,
,20/12/2014,30,F.A.Q.,700,800,750,
,21/12/2014,30,F.A.Q.,700,780,740,
,22/12/2014,50,F.A.Q.,700,800,750,
,24/12/2014,40,F.A.Q.,700,760,730,
,25/12/2014,32,F.A.Q.,700,740,710,
,26/12/2014,30,F.A.Q.,690,720,700,
,27/12/2014,30,F.A.Q.,700,750,720,
,28/12/2014,32,F.A.Q.,650,700,680,
,29/12/2014,30,F.A.Q.,650,700,680,
Divai,02/12/2014,3,F.A.Q.,1350,1400,1375,
,03/12/2014,2,F.A.Q.,1350,1400,1375,
,04/12/2014,4,F.A.Q.,1225,1275,1250,
,05/12/2014,4,F.A.Q.,1125,1175,1150,
,06/12/2014,5,F.A.Q.,925,975,950,
,07/12/2014,4,F.A.Q.,875,925,900,
,08/12/2014,3.5,F.A.Q.,825,875,850,
,09/12/2014,5,F.A.Q.,825,875,850,
,10/12/2014,3,F.A.Q.,825,875,850,
,11/12/2014,13,F.A.Q.,800,850,825,
,12/12/2014,14,F.A.Q.,750,800,775,
,13/12/2014,8,F.A.Q.,725,775,750,
,14/12/2014,13,F.A.Q.,800,850,825,
,15/12/2014,14,F.A.Q.,825,875,850,
,16/12/2014,16,F.A.Q.,850,900,875,
,17/12/2014,4,F.A.Q.,850,900,875,
,18/12/2014,12,F.A.Q.,850,900,875,
,19/12/2014,13,F.A.Q.,850,900,875,
,20/12/2014,15,F.A.Q.,850,900,875,
,21/12/2014,16,F.A.Q.,800,850,825,
,22/12/2014,17,F.A.Q.,800,850,825,
,23/12/2014,16,F.A.Q.,800,850,825,
,24/12/2014,4,F.A.Q.,800,850,825,
,25/12/2014,15,F.A.Q.,775,825,800,
,26/12/2014,17,F.A.Q.,780,820,800,
,27/12/2014,18,F.A.Q.,725,775,750,
,28/12/2014,19,F.A.Q.,725,775,750,
,29/12/2014,21,F.A.Q.,700,750,725,
,31/12/2014,4,F.A.Q.,675,725,700,
Dudhi,27/12/2014,27.5,Other,NR,NR,800,
Etah,05/12/2014,72,Desi,1180,1220,1200,
,06/12/2014,90,Desi,1140,1170,1150,
,07/12/2014,94,Desi,1050,1090,1070,
,08/12/2014,98,Desi,940,990,960,
,10/12/2014,100,Desi,940,970,950,
,11/12/2014,105,Desi,920,950,940,
,12/12/2014,110,Desi,900,940,920,
,13/12/2014,100,Desi,880,920,900,
,17/12/2014,120,Desi,780,820,800,
,18/12/2014,130,Desi,750,790,770,
,19/12/2014,110,Desi,720,760,740,
,20/12/2014,100,Desi,700,750,720,
,21/12/2014,110,Desi,700,730,710,
,22/12/2014,120,Desi,690,710,700,
,24/12/2014,110,Desi,710,740,720,
,25/12/2014,100,Desi,690,730,710,
,26/12/2014,120,Desi,680,720,700,
,27/12/2014,110,Desi,700,730,710,
,28/12/2014,100,Desi,680,720,700,
,29/12/2014,120,Desi,670,710,690,
,31/12/2014,130,Desi,670,700,680,
Etawah,01/12/2014,650,Desi,1300,1500,1400,
,02/12/2014,1000,Desi,1000,1350,1200,
,03/12/2014,1200,Desi,950,1150,1100,
,04/12/2014,1300,Desi,900,1100,1000,
,05/12/2014,950,Desi,900,1150,1050,
,06/12/2014,960,Desi,900,1100,1000,
,08/12/2014,750,Desi,900,1100,1050,
,09/12/2014,800,Desi,900,1060,950,
,10/12/2014,820,Desi,800,1000,900,
,11/12/2014,900,Desi,700,900,800,
,12/12/2014,1000,Desi,600,800,700,
,13/12/2014,1100,Desi,600,780,680,
,15/12/2014,700,Desi,650,800,700,
,16/12/2014,800,Desi,600,750,650,
,17/12/2014,700,Desi,700,870,800,
,18/12/2014,600,Desi,700,870,800,
,19/12/2014,900,Desi,740,880,790,
,20/12/2014,950,Desi,700,900,800,
,22/12/2014,1100,Desi,650,850,750,
,23/12/2014,1120,Desi,600,800,700,
,24/12/2014,900,Desi,700,800,740,
,25/12/2014,1000,Desi,600,720,680,
,26/12/2014,1050,Desi,500,670,600,
,27/12/2014,950,Desi,500,680,600,
,29/12/2014,1000,Desi,520,670,590,
,30/12/2014,960,Desi,500,700,600,
,31/12/2014,980,Desi,510,670,580,
Faizabad,01/12/2014,165,Other,1600,1635,1625,
,02/12/2014,210,Other,1580,1625,1600,
,03/12/2014,227.5,Other,1180,1230,1200,
,05/12/2014,190,Other,1140,1170,1150,
,06/12/2014,175,Other,1100,1130,1120,
,07/12/2014,145, ,NR,NR,NR,
,08/12/2014,135, ,NR,NR,NR,
,09/12/2014,95,Other,1080,1120,1100,
,10/12/2014,187.5, ,NR,NR,NR,
,11/12/2014,205,Other,975,1000,985,
,12/12/2014,225.5,Other,950,1010,985,
,13/12/2014,235,Other,960,985,970,
,14/12/2014,208,Other,960,985,970,
,15/12/2014,210,Other,960,980,970,
,16/12/2014,246,Other,900,985,940,
,17/12/2014,235,Other,920,945,930,
,18/12/2014,175,Other,925,950,935,
,19/12/2014,185.5,Other,920,945,930,
,20/12/2014,206.5,Other,900,950,925,
,21/12/2014,168,Other,870,890,880,
,22/12/2014,154,Other,865,885,875,
,23/12/2014,215,Other,800,830,820,
,24/12/2014,69,Other,800,830,820,
,25/12/2014,217.5,Other,725,760,750,
,26/12/2014,210,Other,775,795,785,
,27/12/2014,195,Other,700,735,725,
,28/12/2014,200,Other,730,755,740,
,29/12/2014,195,Other,700,735,725,
,30/12/2014,204,Other,690,720,700,
,31/12/2014,205,Other,700,720,710,
Farukhabad,01/12/2014,950,Local,NR,NR,1100,
,02/12/2014,1250,Local,NR,NR,1000,
,03/12/2014,1560,Local,NR,NR,991,
,04/12/2014,2280,Local,NR,NR,981,
,05/12/2014,2950,Local,NR,NR,961,
,06/12/2014,3430,Local,NR,NR,911,
,08/12/2014,3800,Local,NR,NR,831,
,09/12/2014,4000,Local,NR,NR,701,
,10/12/2014,4500,Local,NR,NR,515,
,12/12/2014,4550,Local,NR,NR,501,
,13/12/2014,3500,Local,NR,NR,601,
,15/12/2014,3250,Local,NR,NR,611,
,16/12/2014,3600,Local,NR,NR,551,
,17/12/2014,3800,Local,NR,NR,525,
,18/12/2014,3950,Local,NR,NR,521,
,19/12/2014,3800,Local,NR,NR,531,
,20/12/2014,3450,Local,NR,NR,685,
,22/12/2014,3960,Local,NR,NR,571,
,24/12/2014,3980,Local,NR,NR,571,
,25/12/2014,4150,Local,NR,NR,471,
,26/12/2014,4260,Local,NR,NR,471,
,27/12/2014,4100,Local,NR,NR,475,
,29/12/2014,3980,Local,NR,NR,491,
,30/12/2014,3800,Local,NR,NR,501,
,31/12/2014,3250,Local,NR,NR,511,
Fatehabad,30/12/2014,380,Other,550,650,600,
Fatehpur,01/12/2014,40,Desi,NR,NR,1800,
,02/12/2014,60,Desi,NR,NR,1550,
,03/12/2014,40,Desi,NR,NR,1500,
,05/12/2014,50,Desi,1200,1450,1300,
,06/12/2014,40,Desi,1100,1300,1200,
,07/12/2014,30,Desi,NR,NR,1160,
,08/12/2014,20,Desi,NR,NR,1100,
,09/12/2014,10, ,NR,NR,NR,
,10/12/2014,15, ,NR,NR,NR,
,12/12/2014,60,Desi,NR,NR,900,
,13/12/2014,70,Desi,NR,NR,890,
,14/12/2014,90,Desi,NR,NR,880,
,15/12/2014,75,Desi,NR,NR,800,
,16/12/2014,80,Desi,NR,NR,810,
,17/12/2014,90,Desi,NR,NR,790,
,19/12/2014,120,Desi,NR,NR,800,
,20/12/2014,110,Desi,NR,NR,795,
,21/12/2014,130,Desi,NR,NR,700,
,22/12/2014,120,Desi,NR,NR,600,
,23/12/2014,130,Desi,NR,NR,610,
,24/12/2014,140,Desi,NR,NR,615,
,26/12/2014,155,Desi,NR,NR,600,
,28/12/2014,120,Desi,NR,NR,600,
,30/12/2014,120,Desi,NR,NR,600,
,31/12/2014,130,Desi,NR,NR,610,
Fatehpur Sikri,29/12/2014,500,Other,600,800,700,
Firozabad,01/12/2014,680,Local,1700,1760,1730,
,02/12/2014,760,Local,1200,1400,1300,
,03/12/2014,720,Local,1300,1380,1340,
,04/12/2014,725,Local,1280,1360,1320,
,05/12/2014,744,Local,1250,1350,1300,
,06/12/2014,765,Local,1180,1260,1220,
,07/12/2014,802,Local,1100,1220,1160,
,08/12/2014,802,Local,1130,1190,1160,
,09/12/2014,825,Local,950,1080,1020,
,10/12/2014,844,Local,840,920,880,
,11/12/2014,760,Local,850,950,900,
,12/12/2014,780,Local,800,950,870,
,13/12/2014,760,Local,860,940,900,
,14/12/2014,754,Local,880,960,920,
,16/12/2014,766,Local,750,860,820,
,17/12/2014,784,Local,800,860,830,
,18/12/2014,788,Local,750,850,800,
,19/12/2014,804,Local,700,800,750,
,20/12/2014,825,Local,700,760,720,
,21/12/2014,845,Local,650,760,710,
,22/12/2014,854,Local,650,750,700,
,23/12/2014,846,Local,650,760,710,
,24/12/2014,825,Local,670,780,720,
,25/12/2014,768,Local,700,750,730,
,26/12/2014,782,Local,680,750,720,
,27/12/2014,648,Local,700,760,730,
,28/12/2014,654,Local,580,650,610,
,29/12/2014,688,Local,540,620,580,
,30/12/2014,654,Local,550,650,600,
,31/12/2014,644,Local,580,650,620,
Gadaura,30/12/2014,35,Red,750,810,780,
Gazipur,01/12/2014,51,Red,1640,1660,1650,
,02/12/2014,52,Red,1615,1645,1630,
,03/12/2014,55,Red,1340,1360,1350,
,04/12/2014,58,Red,1185,1215,1200,
,05/12/2014,60,Red,1190,1210,1200,
,06/12/2014,70,Red,1085,1115,1100,
,08/12/2014,80,Red,1040,1060,1050,
,09/12/2014,90,Red,1035,1065,1050,
,10/12/2014,100,Red,1040,1060,1050,
,11/12/2014,110,Red,1005,1035,1020,
,12/12/2014,115,Red,970,990,980,
,13/12/2014,120,Red,970,990,980,
,15/12/2014,130,Red,950,990,970,
,16/12/2014,140,Red,950,990,970,
,17/12/2014,142,Red,955,985,970,
,18/12/2014,147,Red,950,970,960,
,19/12/2014,170,Red,885,915,900,
,20/12/2014,170,Red,885,915,900,
,22/12/2014,180,Red,840,860,850,
,23/12/2014,81.5,Red,835,865,850,
,24/12/2014,183,Red,840,860,850,
,25/12/2014,183.5,Red,840,860,850,
,26/12/2014,190,Red,790,810,800,
,27/12/2014,200,Red,790,810,800,
,29/12/2014,210,Red,790,810,800,
,30/12/2014,220,Red,785,815,800,
,31/12/2014,222,Red,740,760,750,
Ghaziabad,01/12/2014,210,Potato,NR,NR,1300,
,03/12/2014,250,Potato,NR,NR,1200,
,10/12/2014,180,Potato,NR,NR,900,
,11/12/2014,240,Other,NR,NR,850,
,12/12/2014,250,Other,NR,NR,800,
,13/12/2014,230,Potato,NR,NR,800,
,14/12/2014,230,Potato,NR,NR,800,
,15/12/2014,240,Potato,NR,NR,750,
,17/12/2014,240,Other,NR,NR,850,
,18/12/2014,260,Potato,NR,NR,840,
,19/12/2014,170,Potato,NR,NR,850,
,20/12/2014,230,Potato,NR,NR,860,
,21/12/2014,260,Potato,NR,NR,850,
,22/12/2014,210,Potato,NR,NR,840,
,24/12/2014,240,Potato,NR,NR,800,
,25/12/2014,260,Potato,NR,NR,800,
,26/12/2014,240,Potato,NR,NR,800,
,27/12/2014,260,Potato,NR,NR,760,
,28/12/2014,300,Potato,NR,NR,750,
,29/12/2014,240,Potato,NR,NR,750,
,31/12/2014,260,Potato,NR,NR,740,
Ghiraur,29/12/2014,360,Local,600,700,650,
Golagokarnath,26/12/2014,5,Other,680,750,725,
Gonda,01/12/2014,100,Desi,1500,1600,1550,
,02/12/2014,1200,Desi,1375,1425,1400,
,03/12/2014,1500,Desi,1120,1225,1200,
,04/12/2014,900,Desi,1175,1225,1200,
,05/12/2014,120,Desi,1075,1125,1100,
,06/12/2014,130,Desi,1085,1125,1100,
,08/12/2014,140,Desi,1080,1120,1100,
,09/12/2014,127.5,Desi,1085,1125,1100,
,10/12/2014,1190,Desi,1100,1150,1120,
,11/12/2014,1300,Desi,980,1015,1000,
,12/12/2014,1500,Desi,775,825,800,
,15/12/2014,140,Desi,585,620,600,
,16/12/2014,136,Desi,550,650,600,
,18/12/2014,1500,Desi,685,715,700,
,19/12/2014,1450,Desi,680,715,700,
,20/12/2014,1390,Desi,680,720,700,
,22/12/2014,1450,Desi,675,725,700,
,24/12/2014,1560,Desi,630,670,650,
,25/12/2014,143,Desi,600,750,680,
,26/12/2014,150,Desi,650,750,700,
,27/12/2014,128,Desi,650,750,700,
,29/12/2014,144,Desi,700,740,715,
,30/12/2014,123,Desi,700,750,715,
,31/12/2014,120,Desi,700,750,715,
Gorakhpur,01/12/2014,200,Potato,1640,1800,1720,
,03/12/2014,220,Potato,1400,1600,1520,
,04/12/2014,228,Potato,1320,1470,1400,
,05/12/2014,240,Potato,NR,NR,1330,
,06/12/2014,258,Potato,1180,1400,1280,
,08/12/2014,270,Potato,1100,1250,1180,
,10/12/2014,285,Potato,1050,1200,1100,
,12/12/2014,298,Potato,885,1050,985,
,13/12/2014,295,Potato,NR,NR,950,
,14/12/2014,300,Potato,850,1050,960,
,15/12/2014,320,Potato,NR,NR,920,
,17/12/2014,335,Potato,750,1000,880,
,18/12/2014,340,Potato,720,900,820,
,19/12/2014,350,Potato,700,900,800,
,20/12/2014,355,Potato,700,850,780,
,22/12/2014,345,Potato,700,900,810,
,24/12/2014,360,Potato,700,850,770,
,27/12/2014,340,Potato,NR,NR,765,
,28/12/2014,350,Potato,NR,NR,770,
,29/12/2014,360,Potato,NR,NR,775,
Gulavati,06/12/2014,12,Desi,1200,1250,1240,
,07/12/2014,10,Desi,1200,1260,1235,
,08/12/2014,13,Other,1100,1250,1120,
,09/12/2014,12,Desi,1080,1140,1100,
,10/12/2014,13,Other,1060,1150,1080,
,12/12/2014,14,Desi,900,1000,950,
,16/12/2014,13,Desi,845,890,850,
,18/12/2014,13,Desi,800,880,840,
,19/12/2014,14,Desi,780,850,800,
,20/12/2014,14.5,Desi,700,800,790,
,24/12/2014,14,Desi,710,760,740,
,25/12/2014,13.5,Desi,710,760,745,
,26/12/2014,14,Desi,700,800,750,
,27/12/2014,12,Desi,700,760,745,
,31/12/2014,13,Desi,690,740,700,
Haathras,01/12/2014,400,F.A.Q.,1550,1650,1600,
,02/12/2014,500,F.A.Q.,1450,1600,1550,
,04/12/2014,600,F.A.Q.,1250,1350,1300,
,05/12/2014,300,F.A.Q.,1300,1450,1350,
,08/12/2014,200,F.A.Q.,950,1050,1000,
,09/12/2014,300,F.A.Q.,900,1000,950,
,10/12/2014,250,F.A.Q.,910,1010,960,
,11/12/2014,300,F.A.Q.,850,950,900,
,12/12/2014,350,F.A.Q.,800,900,850,
,13/12/2014,150,F.A.Q.,860,1000,900,
,15/12/2014,100,F.A.Q.,900,1050,950,
,16/12/2014,200,F.A.Q.,850,1000,900,
,17/12/2014,250,F.A.Q.,830,960,880,
,18/12/2014,300,F.A.Q.,800,900,850,
,19/12/2014,350,F.A.Q.,700,800,750,
,20/12/2014,400,F.A.Q.,650,750,700,
,22/12/2014,150,F.A.Q.,680,800,730,
,24/12/2014,200,F.A.Q.,650,750,700,
,25/12/2014,200,F.A.Q.,710,800,760,
,26/12/2014,200,F.A.Q.,700,780,740,
,27/12/2014,300,F.A.Q.,650,750,700,
