Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
,20/12/2014,33.5,Other,800,875,850,
,21/12/2014,34.5,Other,800,860,850,
,22/12/2014,37,Other,800,850,825,
,23/12/2014,33.5,Other,790,875,850,
,24/12/2014,31,Other,780,875,860,
,25/12/2014,37.5,Other,750,825,790,
,27/12/2014,41.5,Other,770,815,790,
,28/12/2014,31,Other,750,850,800,
,29/12/2014,21,Other,750,850,825,
,30/12/2014,18,Other,725,850,800,
,31/12/2014,16,Other,700,820,780,
Atrauli,28/12/2014,50,Desi,1280,1320,1300,
Auraiya,01/12/2014,90,F.A.Q.,1110,1200,1150,
,02/12/2014,111,F.A.Q.,1050,1150,1100,
,03/12/2014,95,F.A.Q.,1100,1145,1120,
,04/12/2014,90,F.A.Q.,1090,1115,1105,
,05/12/2014,97,F.A.Q.,1050,1140,1100,
,06/12/2014,91,F.A.Q.,1050,1150,1100,
,08/12/2014,102.5,F.A.Q.,1050,1150,1100,
,09/12/2014,85,F.A.Q.,1050,1120,1090,
,10/12/2014,80,F.A.Q.,950,1025,1000,
,11/12/2014,95,F.A.Q.,850,950,900,
,12/12/2014,110,F.A.Q.,750,825,800,
,13/12/2014,91,F.A.Q.,750,795,775,
,15/12/2014,115,F.A.Q.,720,775,750,
,16/12/2014,130,F.A.Q.,750,785,765,
,17/12/2014,150,F.A.Q.,750,800,770,
,18/12/2014,145,F.A.Q.,705,800,755,
,19/12/2014,160,F.A.Q.,700,800,750,
,20/12/2014,165,F.A.Q.,705,795,755,
,22/12/2014,140,F.A.Q.,710,750,735,
,23/12/2014,150,F.A.Q.,700,750,720,
,24/12/2014,170,F.A.Q.,700,725,710,
,25/12/2014,180,F.A.Q.,680,720,700,
,26/12/2014,155,F.A.Q.,650,700,680,
,27/12/2014,162.5,F.A.Q.,655,695,675,
,29/12/2014,151,F.A.Q.,625,690,660,
,30/12/2014,160,F.A.Q.,550,625,600,
Azamgarh,01/12/2014,160,Other,1810,1820,1815,
,02/12/2014,170,Other,1680,1700,1690,
,04/12/2014,1800, ,NR,NR,NR,
,05/12/2014,200,Other,1280,1300,1290,
,08/12/2014,220,Other,1170,1180,1175,
,10/12/2014,250,Other,1150,1180,1160,
,11/12/2014,280,Other,1160,1180,1170,
,12/12/2014,300,Other,980,1000,990,
,15/12/2014,120,Other,940,950,945,
,16/12/2014,250,Other,930,950,940,
,17/12/2014,200,Other,915,925,920,
,18/12/2014,300,Other,890,900,900,
,19/12/2014,270,Other,880,890,890,
,22/12/2014,300,Other,760,790,770,
,23/12/2014,300,Other,780,790,780,
,24/12/2014,240,Other,765,775,770,
,25/12/2014,240,Other,755,775,765,
,26/12/2014,250,Other,770,780,775,
,27/12/2014,250,Other,790,900,900,
,29/12/2014,300,Other,740,750,750,
,30/12/2014,250,Other,760,775,770,
Baberu,01/12/2014,4,Other,1950,2050,2000,
,02/12/2014,5,Other,1750,1850,1800,
,04/12/2014,6,Other,1750,1850,1800,
,05/12/2014,3.5,Other,1650,1750,1700,
,06/12/2014,4,Other,1550,1650,1600,
,07/12/2014,3.5,Other,1550,1650,1600,
,08/12/2014,5,Other,1450,1550,1500,
,09/12/2014,4,Other,1450,1550,1475,
,11/12/2014,6,Other,1350,1450,1400,
,12/12/2014,3.5,Other,1300,1400,1350,
,13/12/2014,4,Other,1300,1400,1350,
,14/12/2014,6,Other,1300,1400,1350,
,15/12/2014,4,Other,1275,1400,1325,
,16/12/2014,5,Other,1150,1250,1200,
,18/12/2014,7,Other,1150,1250,1200,
,22/12/2014,6,Other,1100,1200,1150,
,26/12/2014,10,Other,750,850,800,
,27/12/2014,5,Other,750,800,775,
,28/12/2014,6,Other,750,800,775,
,29/12/2014,7,Other,650,750,700,
,30/12/2014,4,Other,650,750,700,
Badayoun,01/12/2014,500,Potato,1200,1300,1250,
,02/12/2014,480,Potato,1200,1300,1250,
,03/12/2014,500,Potato,1200,1300,1240,
,04/12/2014,555,Potato,1200,1280,1230,
,05/12/2014,600,Potato,1150,1250,1200,
,07/12/2014,600,Potato,1050,1150,1100,
,08/12/2014,850,Potato,930,1030,980,
,09/12/2014,800,Potato,900,1000,950,
,10/12/2014,900,Potato,880,980,920,
,11/12/2014,950,Potato,850,950,900,
,12/12/2014,1000,Potato,750,850,810,
,13/12/2014,800,Potato,750,850,800,
,14/12/2014,700,Potato,700,780,750,
,16/12/2014,600,Potato,650,750,700,
,17/12/2014,500,Potato,650,750,700,
,18/12/2014,400,Potato,650,750,710,
,19/12/2014,320,Potato,650,750,720,
,20/12/2014,300,Potato,650,750,730,
,22/12/2014,200,Potato,650,750,700,
,23/12/2014,150,Potato,650,750,700,
,24/12/2014,250,Potato,630,730,680,
,26/12/2014,280,Potato,620,720,670,
,27/12/2014,300,Potato,560,660,610,
,29/12/2014,320,Potato,550,650,600,
,30/12/2014,340,Potato,530,630,580,
,31/12/2014,350,Potato,500,600,550,
Bahedi,01/12/2014,2800,F.A.Q.,NR,NR,1400,
,31/12/2014,3230,F.A.Q.,NR,NR,625,
Bahraich,01/12/2014,80,Red,1620,1680,1650,
,02/12/2014,70,Red,1620,1660,1640,
,03/12/2014,80,Red,1570,1625,1600,
,05/12/2014,100,Red,1070,1125,1100,
,06/12/2014,98,Red,1080,1160,1120,
,08/12/2014,105,Red,1070,1125,1100,
,09/12/2014,100,Red,1070,1125,1100,
,10/12/2014,105,Red,1060,1100,1080,
,11/12/2014,120,Red,980,1025,1000,
,12/12/2014,126,Red,950,1000,980,
,13/12/2014,128,Red,940,980,960,
,15/12/2014,117,Red,890,915,900,
,16/12/2014,105,Red,1065,1100,1080,
,17/12/2014,98,Red,1100,1140,1120,
,18/12/2014,130,Red,900,940,920,
,19/12/2014,132,Red,865,900,880,
,20/12/2014,130,Red,840,880,860,
,22/12/2014,135,Red,820,880,850,
,23/12/2014,140,Red,840,880,860,
,24/12/2014,125,Red,850,890,875,
,25/12/2014,130,Red,845,875,860,
,26/12/2014,140,Red,770,825,800,
,27/12/2014,145,Red,780,820,800,
,29/12/2014,130,Red,750,790,770,
,30/12/2014,128,Red,760,800,780,
,31/12/2014,140,Red,680,730,700,
Ballia,01/12/2014,90,Desi,1650,1700,1675,
,02/12/2014,120,Desi,1575,1625,1600,
,03/12/2014,130,Desi,1400,1500,1450,
,04/12/2014,120,Desi,1300,1400,1350,
,05/12/2014,130,Desi,1325,1400,1350,
,06/12/2014,130,Desi,1200,1300,1250,
,08/12/2014,160,Desi,1175,1250,1200,
,09/12/2014,140,Desi,1175,1225,1200,
,10/12/2014,150,Desi,1175,1250,1200,
,11/12/2014,170,Desi,950,1025,1000,
,12/12/2014,160,Desi,900,1000,950,
,15/12/2014,150,Desi,825,875,850,
,16/12/2014,160,Desi,825,875,850,
,17/12/2014,120,Desi,875,925,900,
,18/12/2014,140,Desi,875,925,900,
,19/12/2014,160,Desi,850,900,875,
,20/12/2014,120,Desi,875,950,900,
,22/12/2014,110,Desi,850,900,875,
,23/12/2014,130,Desi,800,875,850,
,24/12/2014,130,Desi,800,900,850,
,25/12/2014,110,Desi,800,875,850,
,26/12/2014,120,Desi,750,820,800,
,27/12/2014,140,Desi,700,800,780,
,30/12/2014,130,Desi,750,800,775,
,31/12/2014,150,Desi,750,800,775,
Balrampur,01/12/2014,35,Other,1765,1800,1790,
,02/12/2014,48,Other,1620,1650,1640,
,03/12/2014,58,Other,1450,1480,1465,
,04/12/2014,67.5,Other,1400,1430,1420,
,05/12/2014,90,Other,1125,1165,1150,
,06/12/2014,89,Other,1100,1140,1125,
,08/12/2014,70,Other,1095,1125,1110,
,09/12/2014,65,Other,1080,1120,1100,
,10/12/2014,60,Other,1075,1105,1090,
,11/12/2014,70,Other,1035,1065,1050,
,12/12/2014,68,Other,1025,1050,1040,
,18/12/2014,90,Other,710,740,725,
,19/12/2014,98.5,Other,680,715,700,
,20/12/2014,102.5,Other,675,710,690,
,22/12/2014,98,Other,675,700,690,
,23/12/2014,90,Other,670,695,685,
,24/12/2014,92.5,Other,670,700,685,
,25/12/2014,85,Other,665,695,680,
,26/12/2014,92,Other,660,685,675,
,27/12/2014,90,Other,650,680,670,
Banda,01/12/2014,35,Desi,2000,2250,2100,
,03/12/2014,50,Desi,1700,1900,1800,
,04/12/2014,60,Desi,1550,1800,1650,
,05/12/2014,75,Desi,1550,1800,1650,
,06/12/2014,60,Desi,1450,1750,1575,
,08/12/2014,75,Desi,1450,1750,1575,
,10/12/2014,65,Desi,1500,1600,1575,
,11/12/2014,70,Desi,1490,1600,1520,
,12/12/2014,60,Desi,1490,1600,1520,
,15/12/2014,80,Desi,900,1180,1080,
,18/12/2014,85,Desi,1000,1100,1050,
,19/12/2014,80,Desi,900,1050,1000,
,22/12/2014,90,Desi,NR,NR,1050,
,26/12/2014,65,Desi,700,1000,800,
,28/12/2014,50,Desi,700,1000,800,
,29/12/2014,50,Desi,650,900,750,
Bangarmau,27/12/2014,799.2,Desi,NR,NR,600,
Banthara,31/12/2014,280,Potato,700,800,725,
Barabanki,01/12/2014,40,Potato,163,171,170,
,02/12/2014,75,Potato,165,170,169,
,03/12/2014,95,Potato,148,156.5,155,
,04/12/2014,98, ,NR,NR,NR,
,05/12/2014,96.5, ,NR,NR,NR,
,06/12/2014,101, ,NR,NR,NR,
,07/12/2014,98, ,NR,NR,NR,
,08/12/2014,100, ,NR,NR,NR,
,09/12/2014,101, ,NR,NR,NR,
,10/12/2014,102.5, ,NR,NR,NR,
,11/12/2014,95, ,NR,NR,NR,
,12/12/2014,98, ,NR,NR,NR,
,13/12/2014,92,Desi,880,930,920,
,14/12/2014,94,Desi,885,935,920,
,15/12/2014,95,Desi,785,830,800,
,16/12/2014,93,Desi,800,830,810,
,17/12/2014,102.5, ,NR,NR,NR,
,18/12/2014,105, ,NR,NR,NR,
,19/12/2014,104, ,NR,NR,NR,
,20/12/2014,104, ,NR,NR,NR,
,21/12/2014,100, ,NR,NR,NR,
,22/12/2014,101.5, ,NR,NR,NR,
,23/12/2014,102, ,NR,NR,NR,
,24/12/2014,1030, ,NR,NR,NR,
,25/12/2014,96, ,NR,NR,NR,
,26/12/2014,102, ,NR,NR,NR,
,27/12/2014,98, ,NR,NR,NR,
,29/12/2014,21,Potato,157,161,159,
,30/12/2014,90, ,NR,NR,NR,
,31/12/2014,92.5, ,NR,NR,NR,
Baraut,02/12/2014,45,Desi,1200,1400,1300,
,03/12/2014,30,Desi,1210,1410,1310,
,04/12/2014,40,Desi,1215,1400,1300,
,05/12/2014,46,Desi,1170,1320,1250,
,06/12/2014,50,Desi,1160,1315,1240,
,08/12/2014,60,Desi,925,1080,1000,
,09/12/2014,40,Desi,930,1100,1020,
,10/12/2014,50,Desi,900,1040,1010,
,11/12/2014,60,Desi,700,900,815,
,12/12/2014,55,Desi,700,900,810,
,13/12/2014,40,Desi,725,900,800,
,15/12/2014,50,Desi,740,880,790,
,16/12/2014,35,Desi,670,820,750,
,17/12/2014,40,Desi,730,850,760,
,19/12/2014,50,Desi,675,800,735,
,20/12/2014,40,Desi,680,810,730,
,22/12/2014,50,Desi,675,800,740,
,23/12/2014,60,Desi,680,800,750,
,24/12/2014,40,Desi,685,810,760,
,25/12/2014,65,Desi,630,800,720,
,26/12/2014,50,Desi,600,750,680,
,27/12/2014,80,Desi,625,750,675,
,29/12/2014,72,Desi,600,720,650,
,30/12/2014,80,Desi,625,700,640,
,31/12/2014,60,Desi,560,710,635,
Bareilly,01/12/2014,298,F.A.Q.,NR,NR,1000,
,02/12/2014,268,F.A.Q.,NR,NR,900,
,03/12/2014,257,F.A.Q.,NR,NR,900,
,04/12/2014,239,F.A.Q.,NR,NR,925,
,05/12/2014,240,F.A.Q.,NR,NR,925,
,07/12/2014,315,F.A.Q.,NR,NR,900,
,08/12/2014,324,F.A.Q.,NR,NR,850,
,09/12/2014,335,F.A.Q.,NR,NR,790,
,10/12/2014,286,F.A.Q.,NR,NR,750,
,11/12/2014,321,F.A.Q.,NR,NR,710,
,12/12/2014,334,F.A.Q.,NR,NR,700,
,13/12/2014,316,F.A.Q.,NR,NR,700,
,14/12/2014,288,F.A.Q.,NR,NR,750,
,15/12/2014,265,F.A.Q.,NR,NR,750,
,16/12/2014,273,F.A.Q.,NR,NR,725,
,17/12/2014,281,F.A.Q.,NR,NR,700,
,18/12/2014,295,F.A.Q.,NR,NR,650,
,19/12/2014,267,F.A.Q.,NR,NR,650,
,20/12/2014,275,F.A.Q.,NR,NR,625,
,21/12/2014,200,F.A.Q.,NR,NR,625,
,22/12/2014,189,F.A.Q.,NR,NR,630,
,23/12/2014,246,F.A.Q.,NR,NR,625,
,24/12/2014,230,F.A.Q.,NR,NR,625,
,25/12/2014,210,F.A.Q.,NR,NR,650,
,26/12/2014,245,F.A.Q.,NR,NR,635,
,27/12/2014,212,F.A.Q.,NR,NR,625,
,28/12/2014,185,F.A.Q.,NR,NR,635,
,29/12/2014,218,F.A.Q.,NR,NR,625,
,30/12/2014,196,F.A.Q.,NR,NR,620,
Basti,01/12/2014,95,Potato,1500,1700,1600,
,02/12/2014,110,Potato,1450,1600,1525,
,03/12/2014,125,Potato,1400,1600,1525,
,04/12/2014,136,Potato,1200,1400,1300,
,05/12/2014,140,Potato,1175,1300,1250,
,06/12/2014,116,Potato,1200,1300,1250,
,07/12/2014,105,Other,1100,1200,1150,
,08/12/2014,126,Potato,1000,1125,1060,
,09/12/2014,140,Potato,1000,1100,1050,
,10/12/2014,120,Potato,1000,1100,1050,
,11/12/2014,116,Potato,1000,1120,1050,
,12/12/2014,130,Potato,850,950,900,
,13/12/2014,145,Potato,750,900,800,
,14/12/2014,170,Potato,750,850,800,
,15/12/2014,150,Potato,850,950,900,
,16/12/2014,165,Potato,850,950,900,
,17/12/2014,140,Potato,750,900,800,
,18/12/2014,176,Potato,750,900,800,
,19/12/2014,155,Potato,750,900,800,
,20/12/2014,160,Potato,700,800,750,
,21/12/2014,145,Potato,700,800,750,
,22/12/2014,130,Potato,700,825,760,
,23/12/2014,140,Potato,700,825,760,
,24/12/2014,120,Potato,700,800,750,
,26/12/2014,135,Potato,700,800,750,
,27/12/2014,270,Potato,700,800,750,
,28/12/2014,165,Potato,700,825,760,
,29/12/2014,150,Potato,700,825,760,
,30/12/2014,147.5,Potato,700,825,760,
Bewar,29/12/2014,340,Potato,600,720,680,
Bharthna,01/12/2014,70,Desi,1350,1600,1500,
,02/12/2014,80,Desi,1200,1400,1300,
,03/12/2014,90,Desi,1150,1300,1250,
,04/12/2014,100,Desi,1000,1300,1200,
,05/12/2014,120,Desi,1000,1200,1100,
,06/12/2014,125,Desi,1000,1100,1040,
,08/12/2014,130,Desi,900,1100,1000,
,09/12/2014,127,Desi,850,1050,950,
,10/12/2014,140,Desi,800,1050,925,
,11/12/2014,150,Desi,800,950,850,
,12/12/2014,160,Desi,680,850,790,
,13/12/2014,120,Desi,700,850,750,
,15/12/2014,100,Desi,700,850,760,
,16/12/2014,120,Desi,600,800,700,
,17/12/2014,110,Desi,625,800,710,
,18/12/2014,100,Desi,700,850,775,
,19/12/2014,90,Desi,700,900,800,
,20/12/2014,75,Desi,750,900,810,
,22/12/2014,90,Desi,650,850,775,
,23/12/2014,100,Desi,650,750,700,
,24/12/2014,120,Desi,600,750,650,
,25/12/2014,130,Desi,500,650,600,
,26/12/2014,100,Desi,550,700,610,
,27/12/2014,120,Desi,500,700,600,
,29/12/2014,80,Desi,520,670,600,
,30/12/2014,95,Desi,550,700,620,
,31/12/2014,100,Desi,520,670,600,
Bharuasumerpur,29/12/2014,7,Other,625,700,650,
,30/12/2014,15,Other,600,680,650,
,31/12/2014,3,Other,650,710,675,
Bharwari,02/12/2014,11.5,Other,NR,NR,1860,
,03/12/2014,21,Other,NR,NR,1850,
,04/12/2014,17.5,Other,NR,NR,1770,
,05/12/2014,18.5,Other,NR,NR,1690,
,06/12/2014,19.5,Other,NR,NR,1600,
,07/12/2014,12,Other,NR,NR,1500,
,09/12/2014,14,Other,NR,NR,1390,
,10/12/2014,25,Other,NR,NR,1300,
,11/12/2014,17.5,Other,NR,NR,1260,
,12/12/2014,18.5,Other,NR,NR,1250,
,13/12/2014,23,Other,NR,NR,1190,
,14/12/2014,15,Other,NR,NR,1100,
,16/12/2014,22,Other,NR,NR,980,
,17/12/2014,24.5,Other,NR,NR,800,
,18/12/2014,21.5,Other,NR,NR,800,
,19/12/2014,23,Other,NR,NR,750,
,20/12/2014,26,Other,NR,NR,700,
,21/12/2014,18,Other,NR,NR,700,
,23/12/2014,21,Other,NR,NR,710,
,24/12/2014,28.5,Other,NR,NR,720,
,25/12/2014,26,Other,NR,NR,700,
,26/12/2014,25,Other,NR,NR,675,
,27/12/2014,27,Other,NR,NR,650,
,28/12/2014,24,Other,NR,NR,650,
,30/12/2014,23,Other,NR,NR,650,
,31/12/2014,28,Other,NR,NR,655,
Bijnaur,01/12/2014,6,Desi,1150,1420,1400,
,02/12/2014,8.5,Desi,1100,1200,1150,
,03/12/2014,11,Desi,1000,1100,1050,
,04/12/2014,12,Desi,980,1060,1030,
,05/12/2014,13.5,Desi,900,1020,980,
,06/12/2014,12.5,Desi,900,1020,975,
,07/12/2014,11.5,Desi,900,1000,980,
,08/12/2014,11,Desi,850,1000,980,
,09/12/2014,8,Desi,850,950,900,
,10/12/2014,6,Desi,825,975,900,
,12/12/2014,7.5,Desi,700,800,750,
,13/12/2014,5,Desi,700,850,750,
,14/12/2014,6,Desi,720,900,750,
,15/12/2014,4.5,Desi,700,900,750,
,16/12/2014,3,Desi,750,850,800,
,17/12/2014,4,Desi,675,800,780,
,18/12/2014,3.5,Desi,650,725,700,
,19/12/2014,4,Desi,625,700,675,
,20/12/2014,5,Potato,600,675,660,
,22/12/2014,5.5,Desi,600,650,625,
,23/12/2014,6,Desi,550,700,620,
,24/12/2014,5,Desi,550,660,620,
,25/12/2014,4.5,Desi,550,650,620,
,26/12/2014,6,Desi,550,650,620,
,27/12/2014,4,Desi,550,700,625,
,28/12/2014,4.5,Desi,550,650,600,
,30/12/2014,5.5,Desi,550,650,600,
Bindki,01/12/2014,15.5,F.A.Q.,1980,2020,2000,
,02/12/2014,16,F.A.Q.,1950,2000,1980,
,03/12/2014,18.5,F.A.Q.,1750,1800,1780,
,04/12/2014,20,F.A.Q.,1640,1680,1660,
,05/12/2014,22,F.A.Q.,1550,1600,1580,
,07/12/2014,23,F.A.Q.,1470,1500,1490,
,08/12/2014,24,F.A.Q.,1380,1420,1400,
,09/12/2014,30,F.A.Q.,1200,1270,1250,
,10/12/2014,32,F.A.Q.,920,970,950,
,11/12/2014,35,F.A.Q.,900,950,930,
,12/12/2014,40,F.A.Q.,800,840,820,
,14/12/2014,41,F.A.Q.,750,800,780,
,15/12/2014,43,F.A.Q.,700,770,750,
,16/12/2014,44,F.A.Q.,720,750,740,
,17/12/2014,45,F.A.Q.,700,750,730,
,18/12/2014,50,F.A.Q.,680,720,700,
,19/12/2014,48,F.A.Q.,700,720,710,
,21/12/2014,47.5,F.A.Q.,700,750,730,
,22/12/2014,47,F.A.Q.,730,770,750,
,23/12/2014,48,F.A.Q.,720,750,745,
,24/12/2014,50,F.A.Q.,700,750,730,
,25/12/2014,51,F.A.Q.,720,730,725,
,26/12/2014,55,F.A.Q.,700,750,720,
,28/12/2014,56, ,NR,NR,NR,
,29/12/2014,57.5,F.A.Q.,630,670,650,
,30/12/2014,58,F.A.Q.,530,570,550,
,31/12/2014,58.5,F.A.Q.,500,550,520,
Buland Shahr,02/12/2014,50,Desi,1000,1400,1260,
,03/12/2014,45,Desi,1000,1400,1250,
,04/12/2014,48,Desi,1000,1350,1200,
,05/12/2014,50,Desi,1000,1350,1210,
,06/12/2014,46,Desi,1000,1350,1215,
,08/12/2014,49,Desi,1000,1300,1200,
,09/12/2014,56,Desi,1000,1300,1200,
