Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
,30/08/2015,3.5,Desi,NR,NR,600,
,31/08/2015,4,Desi,550,600,580,
Haathras,07/08/2015,4300,F.A.Q.,540,650,590,
,10/08/2015,200,F.A.Q.,520,630,570,
,11/08/2015,150,F.A.Q.,525,640,580,
,12/08/2015,500,F.A.Q.,510,600,560,
,13/08/2015,800,F.A.Q.,500,600,550,
,14/08/2015,600,F.A.Q.,520,630,570,
,17/08/2015,2000,F.A.Q.,500,600,540,
,18/08/2015,600,F.A.Q.,500,600,550,
,19/08/2015,590,F.A.Q.,515,600,560,
,20/08/2015,750, ,NR,NR,NR,
,21/08/2015,730, ,NR,NR,NR,
,22/08/2015,800,F.A.Q.,450,570,520,
,24/08/2015,1255.8,F.A.Q.,450,550,500,
,25/08/2015,670,F.A.Q.,480,580,530,
,26/08/2015,650,F.A.Q.,485,585,535,
,27/08/2015,755.5,F.A.Q.,450,550,500,
,28/08/2015,700,F.A.Q.,460,560,510,
,29/08/2015,700,F.A.Q.,460,560,510,
,31/08/2015,900,F.A.Q.,450,550,500,
Haldaur,22/08/2015,50,Desi,NR,NR,790,
Hamirpur,04/08/2015,15,Other,NR,NR,690,
,18/08/2015,13,Other,NR,NR,700,
Hapur,03/08/2015,42,Desi,NR,NR,650,
,04/08/2015,45,Desi,NR,NR,700,
,05/08/2015,50,Desi,NR,NR,690,
,06/08/2015,45,Desi,NR,NR,690,
,07/08/2015,55,Desi,NR,NR,650,
,08/08/2015,6,Desi,NR,NR,640,
,10/08/2015,55,Desi,NR,NR,660,
,14/08/2015,55,Desi,NR,NR,650,
,17/08/2015,70,Desi,NR,NR,660,
,18/08/2015,65,Desi,NR,NR,665,
,19/08/2015,60,Desi,NR,NR,660,
,20/08/2015,55,Desi,NR,NR,600,
,21/08/2015,65,Desi,NR,NR,600,
,22/08/2015,50,Desi,NR,NR,600,
,24/08/2015,60,Desi,NR,NR,610,
,25/08/2015,65,Desi,NR,NR,610,
,27/08/2015,120,Desi,NR,NR,610,
,28/08/2015,120,Desi,NR,NR,610,
,29/08/2015,85,Desi,NR,NR,600,
,30/08/2015,120,Desi,NR,NR,610,
,31/08/2015,60,Desi,NR,NR,610,
Hardoi,01/08/2015,27,Other,690,710,700,
,02/08/2015,22,Other,690,710,700,
,03/08/2015,14,Other,690,710,700,
,04/08/2015,12,Other,700,720,710,
,05/08/2015,25,Other,690,710,700,
,06/08/2015,23,Other,690,710,700,
,07/08/2015,13,Other,690,710,700,
,08/08/2015,22,Other,670,690,680,
,09/08/2015,23,Other,690,710,700,
,10/08/2015,24,Other,675,695,685,
,12/08/2015,25,Other,680,700,690,
,13/08/2015,17,Other,670,690,680,
,14/08/2015,23,Other,660,680,670,
,15/08/2015,24,Other,670,690,680,
,16/08/2015,1.1,Other,670,690,680,
,17/08/2015,26,Other,670,690,680,
,18/08/2015,14,Other,670,690,680,
,19/08/2015,23,Other,680,700,690,
,20/08/2015,24,Other,680,700,690,
,21/08/2015,26,Other,690,710,700,
,22/08/2015,3,Other,690,710,700,
,23/08/2015,20,Other,690,710,700,
,24/08/2015,26,Other,690,710,700,
,25/08/2015,23,Other,690,710,700,
,26/08/2015,26,Other,690,710,700,
,27/08/2015,26,Other,680,700,690,
,28/08/2015,18,Other,670,690,680,
Hasanpur,28/08/2015,260,Desi,NR,NR,850,
Jafarganj,02/08/2015,40,Desi,500,700,600,
,05/08/2015,20,Desi,500,600,550,
,09/08/2015,40,Desi,500,700,600,
,12/08/2015,50,Desi,500,600,550,
,16/08/2015,60,Desi,500,700,600,
,19/08/2015,20,Desi,450,700,550,
,23/08/2015,60,Desi,500,700,600,
,26/08/2015,50,Desi,500,600,550,
,30/08/2015,65,Desi,500,700,600,
Jagnair,31/08/2015,450,Desi,500,580,540,
Jahanabad,01/08/2015,23.2,F.A.Q.,NR,NR,680,
,02/08/2015,23.5,F.A.Q.,NR,NR,650,
,04/08/2015,23.3,F.A.Q.,NR,NR,630,
,05/08/2015,23,F.A.Q.,NR,NR,630,
,06/08/2015,22.5,F.A.Q.,NR,NR,3200,
,07/08/2015,22.4,F.A.Q.,NR,NR,650,
,08/08/2015,22.2,F.A.Q.,NR,NR,670,
,09/08/2015,22,F.A.Q.,NR,NR,680,
,11/08/2015,22,F.A.Q.,NR,NR,675,
,12/08/2015,22.2,F.A.Q.,NR,NR,680,
,13/08/2015,22.4,F.A.Q.,NR,NR,680,
,14/08/2015,22.5,F.A.Q.,NR,NR,660,
,17/08/2015,22.4,F.A.Q.,NR,NR,670,
,18/08/2015,22.5, ,NR,NR,NR,
,19/08/2015,22.4, ,NR,NR,NR,
,20/08/2015,22.4, ,NR,NR,NR,
,21/08/2015,22.2,F.A.Q.,NR,NR,675,
,22/08/2015,22.4,F.A.Q.,NR,NR,680,
,23/08/2015,22,F.A.Q.,NR,NR,670,
,25/08/2015,21.8,F.A.Q.,NR,NR,680,
,26/08/2015,22,F.A.Q.,NR,NR,690,
,27/08/2015,22.5,F.A.Q.,NR,NR,650,
,28/08/2015,22.3,F.A.Q.,NR,NR,650,
,29/08/2015,22,F.A.Q.,NR,NR,640,
,30/08/2015,21.8,F.A.Q.,NR,NR,3250,
Jahangirabad,27/08/2015,6,F.A.Q.,NR,NR,560,
Jalaun,26/08/2015,1,Other,NR,NR,400,
,27/08/2015,0.5,Other,NR,NR,400,
,28/08/2015,0.6,Other,NR,NR,400,
,30/08/2015,0.3,Other,NR,NR,400,
,31/08/2015,0.5,Other,NR,NR,385,
Jamanian,14/08/2015,30,Red,650,770,720,
Jarar,31/08/2015,450,Desi,NR,NR,470,
Jasra,01/08/2015,11.5,Other,NR,NR,680,
,03/08/2015,11,Other,NR,NR,700,
,04/08/2015,9,Other,NR,NR,725,
,05/08/2015,8,Other,NR,NR,725,
,06/08/2015,7,Other,NR,NR,725,
,07/08/2015,6.5,Other,NR,NR,750,
,08/08/2015,9,Other,NR,NR,750,
,10/08/2015,10,Other,NR,NR,750,
,11/08/2015,8,Other,NR,NR,775,
,12/08/2015,9,Other,NR,NR,775,
,14/08/2015,9,Other,NR,NR,780,
,18/08/2015,12.5,Other,NR,NR,750,
,19/08/2015,11.5,Other,NR,NR,750,
,20/08/2015,11,Other,NR,NR,775,
,21/08/2015,12,Other,NR,NR,775,
,22/08/2015,11.5,Other,NR,NR,775,
,25/08/2015,12.5,Other,NR,NR,770,
,26/08/2015,13,Other,NR,NR,750,
,27/08/2015,12,Other,NR,NR,750,
,28/08/2015,13,Other,NR,NR,750,
,29/08/2015,11,Other,NR,NR,755,
,31/08/2015,11.5,Other,NR,NR,775,
Jasvantnagar,07/08/2015,2150,Desi,NR,NR,550,
,14/08/2015,2200,Desi,NR,NR,500,
,21/08/2015,2350,Desi,NR,NR,450,
Jaunpur,01/08/2015,80,Potato,650,750,715,
,03/08/2015,100,Potato,675,775,715,
,04/08/2015,80,Potato,675,775,720,
,05/08/2015,90,Potato,675,775,725,
,06/08/2015,95,Potato,650,775,735,
,07/08/2015,85,Potato,675,775,735,
,08/08/2015,90,Potato,700,800,740,
,10/08/2015,80,Potato,700,800,740,
,11/08/2015,90,Potato,700,800,750,
,12/08/2015,95,Potato,700,800,740,
,13/08/2015,80,Potato,700,800,750,
,14/08/2015,100,Potato,700,800,750,
,15/08/2015,110,Potato,700,800,740,
,17/08/2015,120,Potato,700,800,745,
,18/08/2015,90,Potato,700,800,750,
,19/08/2015,100,Potato,700,800,755,
,20/08/2015,110,Potato,700,800,760,
,21/08/2015,95,Potato,700,800,765,
,22/08/2015,105,Potato,700,800,770,
,24/08/2015,100,Potato,725,825,775,
,25/08/2015,90,Potato,700,800,760,
,26/08/2015,100,Potato,650,750,720,
,27/08/2015,90,Potato,700,750,725,
,28/08/2015,100,Potato,650,750,720,
,31/08/2015,110,Potato,700,800,760,
Jayas,07/08/2015,45,Desi,750,775,760,
,14/08/2015,28,Desi,730,750,740,
,21/08/2015,30,Desi,710,730,720,
,28/08/2015,27.5,Desi,650,680,660,
Jhansi,03/08/2015,81,Other,600,700,650,
,04/08/2015,80,Other,600,700,640,
,05/08/2015,75,Other,1000,1100,1050,
,06/08/2015,80,Other,600,700,640,
,07/08/2015,70,Other,600,700,650,
,08/08/2015,95,Other,600,700,650,
,09/08/2015,80,Other,600,700,660,
,10/08/2015,85,Other,600,700,650,
,11/08/2015,90,Other,600,700,650,
,12/08/2015,80,Other,600,680,640,
,13/08/2015,15,Other,600,700,650,
,14/08/2015,70,Other,600,700,660,
,16/08/2015,71,Other,600,700,650,
,17/08/2015,80,Other,600,700,650,
,18/08/2015,80,Other,600,700,660,
,19/08/2015,80,Other,600,700,650,
,20/08/2015,750,Other,600,700,650,
,21/08/2015,80,Other,600,700,650,
,22/08/2015,75,Other,600,700,660,
,29/08/2015,85,Other,600,700,650,
,30/08/2015,80,Other,600,700,640,
,31/08/2015,90,Other,600,700,640,
Jhijhank,28/08/2015,60,Desi,NR,NR,725,
Kamlaganj,28/08/2015,165,Local,NR,NR,470,
Kannauj,01/08/2015,68,Desi,NR,NR,475,
,02/08/2015,69.5,Desi,NR,NR,475,
,03/08/2015,71,Desi,NR,NR,475,
,05/08/2015,75,Desi,NR,NR,470,
,06/08/2015,78,Desi,NR,NR,475,
,07/08/2015,79,Desi,NR,NR,475,
,08/08/2015,75,Desi,NR,NR,480,
,09/08/2015,78,Desi,NR,NR,480,
,10/08/2015,78.5,Desi,NR,NR,480,
,12/08/2015,81,Desi,NR,NR,480,
,13/08/2015,92.8,Desi,NR,NR,475,
,14/08/2015,98,Desi,NR,NR,475,
,16/08/2015,100.2,Desi,NR,NR,470,
,17/08/2015,100.5,Desi,NR,NR,470,
,19/08/2015,110,Desi,NR,NR,470,
,21/08/2015,125,Desi,NR,NR,450,
,22/08/2015,112,Desi,NR,NR,480,
,23/08/2015,115,Desi,NR,NR,485,
,24/08/2015,118,Desi,NR,NR,485,
,26/08/2015,115,Desi,NR,NR,490,
,27/08/2015,118,Desi,NR,NR,490,
,28/08/2015,119,Desi,NR,NR,490,
,29/08/2015,120,Desi,NR,NR,495,
,30/08/2015,125,Desi,NR,NR,495,
,31/08/2015,128,Desi,NR,NR,495,
Kanpur(Grain),01/08/2015,2700,Desi,NR,NR,825,
,03/08/2015,2450,Desi,NR,NR,800,
,04/08/2015,2470,Desi,NR,NR,780,
,05/08/2015,2400,Desi,NR,NR,785,
,06/08/2015,2250,Desi,NR,NR,760,
,07/08/2015,2300,Desi,NR,NR,765,
,08/08/2015,2320,Desi,NR,NR,755,
,10/08/2015,2200,Desi,NR,NR,770,
,11/08/2015,2100,Desi,NR,NR,775,
,12/08/2015,2200,Desi,NR,NR,770,
,14/08/2015,2100,Desi,NR,NR,780,
,17/08/2015,1950,Desi,NR,NR,785,
,18/08/2015,1850,Desi,NR,NR,800,
,19/08/2015,1800,Desi,NR,NR,800,
,20/08/2015,1820,Desi,NR,NR,790,
,21/08/2015,1750,Desi,NR,NR,795,
,22/08/2015,1650,Desi,NR,NR,800,
,24/08/2015,1600,Desi,NR,NR,825,
,25/08/2015,1500,Desi,NR,NR,840,
,26/08/2015,1400,Desi,NR,NR,850,
,27/08/2015,1350,Desi,NR,NR,860,
,28/08/2015,1660,Desi,NR,NR,830,
,31/08/2015,1600,Desi,NR,NR,840,
Karnailganj,29/08/2015,32,Desi,650,750,700,
,31/08/2015,54,Desi,650,750,700,
Karvi,07/08/2015,14.5,Other,625,725,675,
,11/08/2015,13,Other,585,665,640,
,12/08/2015,13.5,Other,575,675,625,
,14/08/2015,15,Other,550,650,600,
,17/08/2015,14,Other,550,665,610,
,29/08/2015,12,Other,600,700,650,
,31/08/2015,14,Other,600,700,645,
Kasganj,01/08/2015,27.5,Desi,480,520,500,
,02/08/2015,30,Desi,500,530,510,
,04/08/2015,26,Desi,490,510,500,
,05/08/2015,32,Desi,460,500,480,
,06/08/2015,35,Desi,460,480,470,
,07/08/2015,38,Desi,440,460,450,
,11/08/2015,30,Desi,410,450,430,
,18/08/2015,20,Desi,410,440,420,
,19/08/2015,18,Desi,410,450,430,
,20/08/2015,20,Desi,400,430,410,
,21/08/2015,24,Desi,410,450,430,
,22/08/2015,32,Desi,400,420,410,
,23/08/2015,30,Desi,430,450,440,
,25/08/2015,28,Desi,440,470,450,
,26/08/2015,25,Desi,450,470,460,
,27/08/2015,24,Desi,460,490,470,
,28/08/2015,28,Desi,440,480,460,
,30/08/2015,31,Desi,460,490,470,
Khaga,01/08/2015,8,Potato,NR,NR,850,
,02/08/2015,7,Potato,NR,NR,860,
,03/08/2015,6,Potato,NR,NR,880,
,04/08/2015,9,Potato,NR,NR,870,
,05/08/2015,3.5,Potato,NR,NR,890,
,07/08/2015,10,Potato,NR,NR,870,
,08/08/2015,11,Potato,NR,NR,840,
,09/08/2015,8,Potato,NR,NR,850,
,10/08/2015,7,Potato,NR,NR,870,
,11/08/2015,8.5,Potato,NR,NR,830,
,12/08/2015,8,Potato,NR,NR,850,
,14/08/2015,9,Potato,NR,NR,860,
,15/08/2015,11,Potato,NR,NR,830,
,16/08/2015,8.5,Potato,NR,NR,840,
,17/08/2015,785,Potato,NR,NR,850,
,18/08/2015,8,Potato,NR,NR,820,
,19/08/2015,9,Potato,NR,NR,760,
,21/08/2015,8.5,Potato,NR,NR,780,
,22/08/2015,10,Potato,NR,NR,770,
,23/08/2015,9,Potato,NR,NR,780,
,24/08/2015,8,Potato,NR,NR,800,
,25/08/2015,11,Potato,NR,NR,790,
,26/08/2015,8.5,Potato,NR,NR,810,
,28/08/2015,7.5,Potato,NR,NR,820,
,29/08/2015,11.5,Potato,NR,NR,800,
,30/08/2015,9,Potato,NR,NR,810,
,31/08/2015,8,Potato,NR,NR,825,
Khairagarh,02/08/2015,360,Desi,550,610,580,
,03/08/2015,350,Desi,560,620,590,
,04/08/2015,370,Desi,540,600,570,
,06/08/2015,380,Desi,530,590,560,
,07/08/2015,3900,Desi,500,560,530,
,09/08/2015,380,Desi,500,600,550,
,10/08/2015,370,Desi,530,590,560,
,11/08/2015,360,Desi,530,610,570,
,12/08/2015,370,Desi,520,600,560,
,13/08/2015,380,Desi,500,600,550,
,16/08/2015,380,Desi,500,600,550,
,17/08/2015,390,Desi,500,580,540,
,18/08/2015,370,Desi,500,620,560,
,19/08/2015,400,Desi,500,560,530,
,20/08/2015,410,Desi,480,560,520,
,21/08/2015,370,Desi,520,600,560,
,23/08/2015,390,Desi,520,560,540,
,24/08/2015,370,Desi,520,600,560,
,25/08/2015,380,Desi,520,580,550,
,26/08/2015,380,Desi,500,580,540,
,27/08/2015,400,Desi,500,560,530,
,28/08/2015,380,Desi,500,600,550,
,30/08/2015,390,Desi,510,570,540,
,31/08/2015,400,Desi,500,560,530,
Khatauli,01/08/2015,10,Potato,550,660,600,
,02/08/2015,10,Potato,550,650,600,
,03/08/2015,5,Potato,550,640,600,
,04/08/2015,5,Potato,550,670,600,
,05/08/2015,5,Other,500,600,550,
,06/08/2015,10,Potato,500,590,550,
,09/08/2015,6,Potato,500,570,550,
,10/08/2015,5,Potato,450,580,500,
,11/08/2015,6,Potato,450,590,500,
,13/08/2015,3,Potato,500,570,550,
,14/08/2015,6,Other,500,570,550,
,17/08/2015,7,Potato,NR,NR,565,
,18/08/2015,15,Potato,NR,NR,540,
,19/08/2015,7,Potato,NR,NR,535,
,20/08/2015,8,Potato,450,530,500,
,22/08/2015,10,Desi,NR,NR,510,
,23/08/2015,5,Potato,450,515,500,
,24/08/2015,4,Potato,450,520,500,
,27/08/2015,10,Potato,450,520,500,
,28/08/2015,10,Potato,500,600,550,
,29/08/2015,5,Potato,550,610,600,
,30/08/2015,2,Potato,550,615,600,
,31/08/2015,2,Potato,550,610,600,
Khekda,01/08/2015,0.4,Potato,750,850,800,
,03/08/2015,0.5,Potato,750,850,800,
,04/08/2015,0.6,Potato,750,850,800,
,05/08/2015,0.4,Potato,750,850,800,
,06/08/2015,0.5,Potato,750,850,800,
,07/08/2015,0.7,Potato,750,850,800,
,08/08/2015,0.4,Potato,750,850,800,
,10/08/2015,0.4,Potato,750,850,800,
,11/08/2015,0.5,Potato,750,850,800,
,12/08/2015,0.5,Potato,750,850,800,
,13/08/2015,0.7,Potato,750,850,800,
,14/08/2015,0.4,Potato,750,850,800,
,18/08/2015,0.6,Potato,850,950,900,
,19/08/2015,0.4,Potato,750,850,800,
,20/08/2015,0.5,Potato,750,850,800,
,21/08/2015,0.5,Potato,750,850,800,
,22/08/2015,0.3,Potato,750,850,800,
,25/08/2015,0.4,Potato,750,850,800,
,26/08/2015,0.4,Potato,750,850,800,
,29/08/2015,0.4,Potato,750,850,800,
,31/08/2015,0.5,Potato,750,850,800,
Khurja,04/08/2015,15,F.A.Q.,NR,NR,580,
,05/08/2015,10,F.A.Q.,NR,NR,560,
,10/08/2015,14,F.A.Q.,NR,NR,500,
,11/08/2015,18,F.A.Q.,NR,NR,540,
,12/08/2015,12,F.A.Q.,NR,NR,520,
,13/08/2015,12.5,F.A.Q.,NR,NR,500,
,14/08/2015,17.5,F.A.Q.,NR,NR,510,
,17/08/2015,10,F.A.Q.,NR,NR,540,
,18/08/2015,7.5,F.A.Q.,NR,NR,550,
,19/08/2015,8,F.A.Q.,NR,NR,545,
,20/08/2015,12,F.A.Q.,NR,NR,560,
,21/08/2015,10,F.A.Q.,NR,NR,540,
,22/08/2015,15,F.A.Q.,NR,NR,550,
Kopaganj,07/08/2015,37,Potato,NR,NR,700,
,14/08/2015,300,Potato,NR,NR,690,
,21/08/2015,480,Potato,620,700,650,
,28/08/2015,400,Potato,650,700,670,
Lakhimpur,01/08/2015,61,Potato,750,870,815,
,02/08/2015,60,Potato,750,850,810,
,03/08/2015,65,Potato,750,850,810,
,04/08/2015,70,Potato,700,830,780,
,05/08/2015,80,Potato,650,750,700,
,06/08/2015,70,Potato,690,830,740,
,07/08/2015,65,Potato,730,850,775,
,08/08/2015,70,Potato,700,800,740,
,09/08/2015,75,Potato,700,810,730,
,10/08/2015,65,Potato,700,870,750,
,11/08/2015,70,Potato,700,850,740,
,12/08/2015,65,Potato,700,850,780,
,13/08/2015,67,Potato,700,850,785,
,14/08/2015,75,Potato,700,850,780,
,16/08/2015,70,Potato,700,850,785,
,17/08/2015,65,Potato,750,850,800,
,18/08/2015,65,Potato,700,850,790,
,19/08/2015,70,Potato,700,800,750,
,20/08/2015,75,Potato,700,800,745,
,21/08/2015,80,Potato,700,800,735,
,22/08/2015,75,Potato,700,800,740,
,23/08/2015,80,Potato,700,810,735,
,24/08/2015,80,Potato,700,820,735,
,25/08/2015,75,Potato,690,800,740,
,26/08/2015,80,Potato,680,810,730,
,27/08/2015,85,Potato,670,800,725,
,28/08/2015,80,Potato,700,820,730,
,29/08/2015,75,Potato,690,810,725,
,30/08/2015,80,Potato,680,815,725,
,31/08/2015,70,Potato,700,850,730,
Lalganj,01/08/2015,15,Desi,675,715,700,
,02/08/2015,15,Desi,650,715,700,
,03/08/2015,18,Desi,650,750,715,
,04/08/2015,16,Desi,675,750,700,
,05/08/2015,20,Desi,650,715,700,
,06/08/2015,25,Desi,650,710,700,
,08/08/2015,20,Desi,670,715,700,
,09/08/2015,20,Desi,670,710,700,
,10/08/2015,15,Desi,650,700,675,
,12/08/2015,45,Desi,615,700,650,
,16/08/2015,50,Desi,600,670,650,
,19/08/2015,45,Desi,600,650,615,
,26/08/2015,70,Desi,615,675,650,
,30/08/2015,100,Desi,615,675,650,
Lalitpur,01/08/2015,45,Other,550,710,610,
,03/08/2015,50,Other,560,750,620,
,04/08/2015,50,Other,550,700,600,
,05/08/2015,41.5,Other,600,770,625,
,06/08/2015,45,Other,550,700,615,
,07/08/2015,40,Other,560,695,610,
,12/08/2015,40,Other,600,720,680,
,13/08/2015,55,Other,600,700,670,
,14/08/2015,45,Other,600,700,675,
,17/08/2015,50,Other,600,670,660,
,18/08/2015,55,Other,600,690,645,
,19/08/2015,48,Other,600,750,630,
,25/08/2015,30,Other,600,895,675,
,26/08/2015,25,Other,600,900,680,
,27/08/2015,24,Other,600,700,670,
,28/08/2015,30,Other,600,750,675,
,31/08/2015,25,Other,650,790,700,
Lucknow,01/08/2015,140,Potato,750,850,800,
,02/08/2015,120,Potato,700,850,800,
,03/08/2015,113,Potato,750,875,825,
,04/08/2015,120,Potato,775,850,825,
,05/08/2015,130,Potato,750,840,825,
,06/08/2015,110,Potato,750,880,830,
,07/08/2015,115,Potato,800,900,850,
,08/08/2015,124,Potato,800,900,850,
,09/08/2015,135,Potato,800,880,840,
,10/08/2015,160,Potato,800,900,850,
,11/08/2015,135,Potato,800,900,850,
,12/08/2015,120,Potato,800,900,850,
,13/08/2015,117,Potato,800,900,860,
,14/08/2015,127,Potato,800,900,860,
,18/08/2015,190,Potato,700,850,800,
,19/08/2015,220,Potato,700,850,800,
,20/08/2015,227,Potato,700,850,800,
,21/08/2015,210,Potato,700,850,800,
,25/08/2015,197,Potato,700,850,800,
,28/08/2015,210,Potato,800,850,825,
,29/08/2015,170,Potato,800,850,825,
,30/08/2015,169,Potato,775,850,825,
,31/08/2015,150,Potato,775,860,830,
Madhoganj,03/08/2015,12.5,Other,615,750,675,
,04/08/2015,10.5,Other,610,750,680,
,05/08/2015,12.5,Other,600,750,675,
,06/08/2015,10,Other,610,750,680,
,07/08/2015,12,Other,600,750,670,
,09/08/2015,10.5,Other,600,750,675,
,10/08/2015,14,Other,600,750,675,
,11/08/2015,12.5,Other,600,750,700,
,12/08/2015,14,Other,600,700,650,
,13/08/2015,11,Other,600,700,650,
,14/08/2015,12,Other,610,740,670,
,16/08/2015,10.5, ,NR,NR,NR,
,17/08/2015,11.5, ,NR,NR,NR,
,18/08/2015,10.5, ,NR,NR,NR,
,19/08/2015,12, ,NR,NR,NR,
,20/08/2015,11, ,NR,NR,NR,
,21/08/2015,12, ,NR,NR,NR,
,23/08/2015,10.5,Other,625,725,675,
,24/08/2015,14,Other,625,750,670,
,25/08/2015,15,Other,600,725,650,
,26/08/2015,12,Other,600,750,650,
,27/08/2015,11,Other,610,750,650,
,28/08/2015,10.5,Other,615,750,670,
,30/08/2015,9,Other,625,750,700,
,31/08/2015,12,Other,625,750,700,
Mahoba,12/08/2015,14.5,Potato,NR,NR,600,
,13/08/2015,12.5,Potato,NR,NR,550,
,14/08/2015,14,Potato,NR,NR,500,
,19/08/2015,14.5,Potato,NR,NR,500,
,20/08/2015,14,Potato,NR,NR,550,
,21/08/2015,12,Potato,NR,NR,600,
,22/08/2015,12.5,Potato,NR,NR,550,
Maigalganj,22/08/2015,2,F.A.Q.,700,800,720,
Mainpuri,03/08/2015,345,F.A.Q.,400,520,465,
,04/08/2015,385,F.A.Q.,400,520,465,
,05/08/2015,405,F.A.Q.,400,520,470,
,06/08/2015,368,F.A.Q.,400,500,460,
,07/08/2015,415,F.A.Q.,400,500,450,
,08/08/2015,420,F.A.Q.,380,500,440,
,10/08/2015,405,F.A.Q.,380,500,450,
,11/08/2015,385,F.A.Q.,380,500,450,
,12/08/2015,380,F.A.Q.,380,500,440,
,13/08/2015,395,F.A.Q.,360,500,440,
,14/08/2015,415,F.A.Q.,350,500,445,
,17/08/2015,385,F.A.Q.,380,500,440,
,18/08/2015,405,F.A.Q.,380,500,450,
,19/08/2015,360,F.A.Q.,380,500,450,
,20/08/2015,380,F.A.Q.,380,500,425,
,22/08/2015,350,F.A.Q.,300,500,440,
,24/08/2015,365,F.A.Q.,300,500,450,
,25/08/2015,360,F.A.Q.,380,480,440,
,26/08/2015,348,F.A.Q.,380,500,450,
,27/08/2015,354,F.A.Q.,380,500,450,
,28/08/2015,360,F.A.Q.,350,500,460,
,31/08/2015,375,F.A.Q.,380,480,425,
Mathura,03/08/2015,90,Desi,NR,NR,610,
,04/08/2015,110,Desi,NR,NR,640,
,05/08/2015,80,Desi,NR,NR,650,
,06/08/2015,100,Desi,NR,NR,660,
,10/08/2015,110,Desi,NR,NR,650,
,11/08/2015,80,Desi,NR,NR,630,
,12/08/2015,90,Desi,NR,NR,640,
,17/08/2015,140,Desi,NR,NR,620,
,18/08/2015,110,Desi,NR,NR,600,
,19/08/2015,120,Desi,NR,NR,550,
,20/08/2015,100,Desi,NR,NR,520,
,21/08/2015,140,Desi,NR,NR,550,
,22/08/2015,140,Desi,NR,NR,570,
,24/08/2015,110,Desi,NR,NR,580,
,25/08/2015,120,Desi,NR,NR,550,
Maudaha,01/08/2015,11,Potato,NR,NR,650,
,02/08/2015,13,Other,NR,NR,650,
,03/08/2015,10,Potato,NR,NR,650,
,04/08/2015,12,Potato,NR,NR,650,
,08/08/2015,12,Potato,NR,NR,680,
,09/08/2015,11.5,Potato,NR,NR,680,
,10/08/2015,11,Potato,NR,NR,680,
,11/08/2015,10,Potato,NR,NR,680,
,12/08/2015,11,Potato,NR,NR,680,
,14/08/2015,11,Potato,NR,NR,680,
,16/08/2015,12,Potato,NR,NR,680,
,17/08/2015,10,Potato,NR,NR,680,
,18/08/2015,11,Potato,NR,NR,680,
,19/08/2015,10,Potato,NR,NR,690,
,21/08/2015,12,Potato,NR,NR,690,
,22/08/2015,10,Potato,NR,NR,690,
,23/08/2015,11,Potato,NR,NR,690,
,24/08/2015,12,Potato,NR,NR,690,
,25/08/2015,11,Potato,NR,NR,690,
,29/08/2015,12.5,Potato,NR,NR,680,
,30/08/2015,13,Potato,NR,NR,680,
,31/08/2015,11,Potato,NR,NR,680,
Mawana,01/08/2015,3.5,Desi,NR,NR,620,
,03/08/2015,4,Desi,NR,NR,625,
,04/08/2015,5,Desi,NR,NR,600,
,05/08/2015,6,Desi,NR,NR,590,
,06/08/2015,4,Desi,NR,NR,605,
,07/08/2015,5,Desi,NR,NR,600,
,08/08/2015,6,Desi,NR,NR,590,
,10/08/2015,4,Desi,NR,NR,580,
,11/08/2015,4,Desi,NR,NR,570,
,12/08/2015,2.5,Desi,NR,NR,560,
,13/08/2015,3,Desi,NR,NR,590,
,14/08/2015,4,Desi,NR,NR,585,
,17/08/2015,5,Desi,NR,NR,600,
,18/08/2015,4,Desi,NR,NR,610,
,19/08/2015,3.5,Desi,NR,NR,615,
,20/08/2015,5,Desi,NR,NR,625,
,21/08/2015,4,Desi,NR,NR,610,
,22/08/2015,3.5,Desi,NR,NR,600,
,25/08/2015,4,Desi,NR,NR,625,
,26/08/2015,3,Desi,NR,NR,635,
,27/08/2015,4,Desi,NR,NR,605,
,28/08/2015,5,Desi,NR,NR,600,
,29/08/2015,4,Desi,NR,NR,590,
,31/08/2015,5,Desi,NR,NR,600,
Meerut,01/08/2015,40,Desi,NR,NR,650,
,03/08/2015,35,Desi,NR,NR,670,
,04/08/2015,30,Desi,NR,NR,675,
,05/08/2015,28,Desi,NR,NR,680,
,06/08/2015,27.5,Desi,NR,NR,680,
,07/08/2015,30,Desi,NR,NR,670,
,10/08/2015,15,Desi,NR,NR,680,
,11/08/2015,10.5,Desi,NR,NR,680,
,13/08/2015,25,Desi,NR,NR,675,
,14/08/2015,26,Desi,NR,NR,670,
,17/08/2015,29,Desi,NR,NR,665,
,18/08/2015,38,Desi,NR,NR,665,
,19/08/2015,40,Desi,NR,NR,650,
,20/08/2015,41,Desi,NR,NR,650,
,21/08/2015,40,Desi,NR,NR,650,
,22/08/2015,30,Desi,NR,NR,650,
,24/08/2015,40,Desi,NR,NR,640,
,25/08/2015,35,Desi,NR,NR,645,
,26/08/2015,43,Desi,NR,NR,640,
,27/08/2015,40,Desi,NR,NR,680,
,28/08/2015,39,Desi,NR,NR,680,
,31/08/2015,40,Desi,NR,NR,675,
Mirzapur,01/08/2015,37.5,Other,690,730,710,
,03/08/2015,35,Other,690,730,710,
,04/08/2015,30,Other,690,730,715,
